lexicon,proportion
0,0.00198412698435
1,0.0019841269841
2,0.0019841269844
3,0.00198412698443
4,0.00198412698447
5,0.00198412698434
6,0.00198412698447
7,0.00198412698447
8,0.00198412698429
9,0.0019841269841
10,0.00198412698434
11,0.00198412698437
12,0.00198412698431
13,0.00198412698411
14,0.00198412698435
15,0.00198412698437
16,0.00198412698451
17,0.00198412698439
18,0.00198412698451
19,0.00198412698451
20,0.00198412698453
21,0.00198412698453
22,0.00198412698453
23,0.00198412698453
24,0.00198412698457
25,0.00198412698443
26,0.00198412698457
27,0.00198412698457
28,0.00198412698453
29,0.00198412698441
30,0.00198412698453
31,0.00198412698453
32,0.0019841269843
33,0.0019841269841
34,0.00198412698435
35,0.00198412698437
36,0.00198412698454
37,0.00198412698439
38,0.00198412698454
39,0.00198412698454
40,0.00198412698426
41,0.0019841269841
42,0.00198412698431
43,0.00198412698433
44,0.00198412698407
45,0.124999999997
46,0.00198412698408
47,0.00198412698409
48,0.00198412698383
49,0.00198412698385
50,0.00198412698383
51,0.00198412698383
52,0.00198412698393
53,0.00198412698395
54,0.00198412698393
55,0.00198412698394
56,0.00198412698383
57,0.124999999983
58,0.00198412698383
59,0.00198412698383
60,0.00198412698388
61,0.00198412698389
62,0.00198412698388
63,0.00198412698388
64,0.00198412698396
65,0.00198412698426
66,0.00198412698436
67,0.00198412698436
68,0.00198412698425
69,0.00198412698441
70,0.00198412698441
71,0.00198412698441
72,0.00198412698394
73,0.00198412698409
74,0.00198412698419
75,0.00198412698418
76,0.00198412698394
77,0.00198412698415
78,0.00198412698425
79,0.00198412698424
80,0.00198412698428
81,0.00198412698445
82,0.00198412698446
83,0.00198412698446
84,0.00198412698399
85,0.00198412698435
86,0.00198412698442
87,0.00198412698441
88,0.00198412698397
89,0.00198412698425
90,0.00198412698432
91,0.00198412698432
92,0.00198412698397
93,0.00198412698428
94,0.00198412698435
95,0.00198412698434
96,0.00198412698395
97,0.00198412698416
98,0.00198412698426
99,0.00198412698426
100,0.00198412698396
101,0.00198412698424
102,0.00198412698432
103,0.00198412698431
104,0.00198412698393
105,0.00198412698399
106,0.00198412698409
107,0.00198412698408
108,0.124999999992
109,0.00198412698404
110,0.00198412698405
111,0.00198412698405
112,0.00198412698391
113,0.0019841269839
114,0.00198412698393
115,0.00198412698393
116,0.00198412698392
117,0.00198412698393
118,0.00198412698396
119,0.00198412698395
120,0.124999999983
121,0.00198412698383
122,0.00198412698383
123,0.00198412698383
124,0.00198412698391
125,0.0019841269839
126,0.00198412698393
127,0.00198412698393
128,0.00198412698442
129,0.00198412698452
130,0.00198412698446
131,0.00198412698443
132,0.00198412698438
133,0.00198412698443
134,0.00198412698438
135,0.0019841269844
136,0.00198412698437
137,0.00198412698451
138,0.0019841269844
139,0.00198412698442
140,0.00198412698452
141,0.00198412698453
142,0.00198412698452
143,0.00198412698448
144,0.00198412698451
145,0.00198412698452
146,0.00198412698451
147,0.00198412698449
148,0.00198412698448
149,0.00198412698449
150,0.00198412698448
151,0.00198412698447
152,0.00198412698457
153,0.00198412698456
154,0.00198412698457
155,0.00198412698453
156,0.00198412698454
157,0.00198412698454
158,0.00198412698454
159,0.00198412698454
160,0.00198412698437
161,0.00198412698451
162,0.00198412698441
163,0.00198412698442
164,0.00198412698444
165,0.00198412698447
166,0.00198412698445
167,0.00198412698444
168,0.00198412698433
169,0.00198412698451
170,0.00198412698437
171,0.00198412698442
172,0.0019841269843
173,0.00198412698437
174,0.0019841269843
175,0.00198412698434
176,0.00198412698388
177,0.00198412698393
178,0.00198412698388
179,0.00198412698393
180,0.00198412698426
181,0.00198412698426
182,0.00198412698426
183,0.00198412698426
184,0.00198412698387
185,0.00198412698393
186,0.00198412698388
187,0.00198412698392
188,0.00198412698396
189,0.001984126984
190,0.00198412698396
191,0.001984126984
192,0.00198412698469
193,0.00198412698459
194,0.00198412698455
195,0.00198412698475
196,0.00198412698454
197,0.00198412698454
198,0.00198412698452
199,0.00198412698473
200,0.00198412698465
201,0.00198412698461
202,0.00198412698458
203,0.00198412698475
204,0.00198412698445
205,0.00198412698448
206,0.00198412698445
207,0.00198412698474
208,0.00198412698458
209,0.00198412698457
210,0.00198412698455
211,0.00198412698474
212,0.00198412698459
213,0.00198412698458
214,0.00198412698457
215,0.00198412698473
216,0.00198412698464
217,0.00198412698464
218,0.00198412698464
219,0.00198412698468
220,0.00198412698453
221,0.00198412698453
222,0.00198412698452
223,0.00198412698472
224,0.00198412698461
225,0.00198412698458
226,0.00198412698455
227,0.00198412698475
228,0.00198412698457
229,0.00198412698457
230,0.00198412698457
231,0.00198412698463
232,0.00198412698462
233,0.00198412698459
234,0.00198412698457
235,0.00198412698474
236,0.00198412698437
237,0.00198412698441
238,0.00198412698439
239,0.00198412698471
240,0.00198412698392
241,0.00198412698397
242,0.00198412698396
243,0.00198412698451
244,0.001984126984
245,0.00198412698404
246,0.00198412698403
247,0.00198412698451
248,0.00198412698396
249,0.001984126984
250,0.001984126984
251,0.0019841269845
252,0.00198412698424
253,0.00198412698424
254,0.00198412698424
255,0.00198412698439
